id,age,annual_income,monthly_debt,credit_score,num_credit_lines,employment_years,loan_amount,loan_term_months,num_late_payments,savings_balance,education,home_status,loan_purpose,region,noise_num_1,noise_num_2,noise_cat_1,noise_num_3,noise_num_4,default
7328,31,36586,2065.72,623,4,1.5,4140,36,,,Master,Own,Other,South,-1.329253096,0.788212994,B,73,108.8976643,0
7329,36,23175,1508.97,691,4,12.4,25672,36,1,25494.44,High School,Own,Home Improvement,East,1.092829123,-0.294099271,A,11,321.6750561,0
7330,46,23960,2434.46,600,2,,14285,48,2,,High School,Own,Business,West,0.75923233,-0.788808762,B,31,23.67538434,0
7331,29,92601,4251.27,734,1,,11168,60,0,,High School,Rent,Home Improvement,West,0.596002827,0.992157024,A,65,287.1143081,0
7332,51,62256,903.99,570,3,3.7,7390,36,0,2019.27,Bachelor,Rent,Home Improvement,West,-1.651379794,0.626926063,A,98,83.86875157,0
7333,28,100024,2761.08,,3,4.1,7536,48,0,3860.11,Bachelor,Own,Medical,Central,0.761774954,0.510121589,B,68,551.4408671,0
7334,24,52474,1504.33,,6,16.8,16770,12,1,1737.96,Master,Rent,Medical,Central,-1.010220965,-0.148483395,C,24,530.7223043,1
7335,44,20609,951.92,808,7,3.4,3661,12,0,1767.67,Bachelor,Mortgage,Debt Consolidation,Central,-0.22572786,0.343041495,D,3,156.8967818,0
7336,36,,200,798,4,1.6,8669,84,1,3581.52,High School,Own,Home Improvement,South,0.013600107,1.168397244,B,17,58.90385744,0
7337,39,18272,592.34,657,4,1.4,12122,24,0,723.24,PhD,Mortgage,Education,South,-0.207103591,2.37487477,B,19,109.9608985,1
7338,54,115215,1475.57,580,7,10.7,27424,12,,12870.88,Bachelor,Rent,Home Improvement,West,-1.269543816,-0.093772439,C,83,47.26664245,0
7339,18,94067,2410.9,675,2,3,9028,36,0,3567.1,High School,Rent,Education,West,0.645853383,-1.336006505,B,44,106.2554578,0
7340,56,112698,5847.18,,5,0.2,36911,24,,2193.65,High School,Other,Business,South,-0.974169087,-0.472429895,B,27,307.7053109,0
7341,44,112433,1824.43,563,4,8.6,9478,84,0,,Bachelor,Mortgage,Debt Consolidation,South,-0.895368486,0.765381054,A,76,93.01512194,0
7342,34,100024,544.61,794,5,2,9078,60,0,23218.92,Bachelor,Own,Other,North,-0.063890172,0.731480041,B,75,49.90254664,0
7343,32,56330,1434.36,,5,7.9,9604,12,3,23796.14,Bachelor,Own,Debt Consolidation,North,0.568670919,-1.02665135,B,47,615.0071386,0
7344,22,39601,1821.85,742,4,5.7,17754,84,2,1780.12,None,Mortgage,Other,East,-2.043906601,-1.400126573,D,50,64.42646049,0
7345,47,37979,3318.52,631,3,14.2,6768,12,1,13815.39,Bachelor,Own,Education,West,0.148157716,-0.316562957,D,23,221.6421426,0
7346,53,31241,2677.77,618,2,,10605,12,0,96835.93,Master,Mortgage,Debt Consolidation,West,0.369438801,-0.98607414,C,81,102.5756085,0
7347,43,137460,2142.57,665,5,11.4,3654,84,,8342.24,Bachelor,Rent,Other,South,-1.362874746,0.686118659,C,41,177.3547001,0
7348,38,29938,1788.41,844,7,7.5,9235,60,,1179.9,Master,Rent,Debt Consolidation,South,1.130335329,0.113843069,A,14,327.7543591,0
7349,25,17114,1111.46,,6,7.2,10370,60,0,,High School,Mortgage,Business,North,0.579800349,1.664149242,D,95,524.6918376,0
7350,41,71459,5791.99,609,2,1.4,28358,60,0,12771.52,Master,Rent,Medical,South,0.13980067,0.30546644,D,30,60.02958018,0
7351,38,,1040.43,,4,,4273,60,1,21746.09,None,Rent,Home Improvement,Central,0.843080922,-1.330233282,D,71,198.0418587,0
7352,41,24294,1425.29,,4,2.4,5635,36,,13537.98,High School,Own,Home Improvement,West,0.194929264,-1.477911426,D,27,55.67811473,0
7353,20,105676,757.01,652,7,3.4,8626,48,1,29341.89,Bachelor,Rent,Other,North,-1.572603528,-0.176774052,A,12,418.4281901,1
7354,38,,713.9,614,6,0.8,10123,12,1,3936.2,Master,Mortgage,Debt Consolidation,South,0.032860639,1.478539463,D,64,36.27188088,0
7355,69,41903,1797.81,661,7,1,16312,60,1,,Bachelor,Mortgage,Business,East,1.554793889,0.123528443,B,40,75.07315253,0
7356,33,85263,797.7,576,5,0.5,43671,12,,2010.52,Bachelor,Own,Debt Consolidation,East,0.553289135,0.338618213,A,37,19.40068173,0
7357,42,15000,908.2,680,4,2.9,8218,60,1,2138.92,Bachelor,Mortgage,Medical,Central,-1.584095559,0.400032209,B,49,665.5539278,0
7358,72,76344,1058.44,554,2,4.1,11642,12,0,1857.6,High School,Mortgage,Debt Consolidation,South,-0.436549362,1.044150062,A,85,856.4141032,0
7359,37,51230,1692.24,685,6,,15833,24,0,1270.04,High School,Rent,Education,South,-0.399738848,0.158413589,B,19,203.411314,0
7360,24,27556,1139.04,757,3,3.8,10842,60,,2194.74,High School,Own,Debt Consolidation,North,-1.186044519,-0.474520245,C,4,207.3314403,0
7361,43,39215,456.68,639,1,0.3,32852,36,,7295.86,Master,Rent,Business,West,-0.503067863,1.138725296,B,38,128.3721001,0
7362,32,37758,837.78,,5,,26801,24,0,22959.38,Bachelor,Rent,Home Improvement,West,0.676161642,0.171925548,A,52,34.18863614,0
7363,36,26106,1480.08,,4,9.6,8930,84,3,4434.52,None,Mortgage,Other,East,1.637112204,-0.972025403,A,11,99.25895527,0
7364,23,29979,3684.34,687,5,1.7,64603,60,4,35644.38,Master,Mortgage,Business,South,-0.270114123,0.430942993,B,36,187.6445864,0
7365,32,45654,674.73,640,7,0.7,6597,24,2,10321.24,Bachelor,Mortgage,Home Improvement,West,1.462361472,0.041569146,D,76,139.083512,0
7366,42,42318,303.96,823,1,,9307,36,1,,Bachelor,Mortgage,Other,West,-0.065978584,-0.371925924,B,90,200.1476284,0
7367,48,42809,893.2,679,7,2,23686,36,2,,None,Mortgage,Debt Consolidation,South,-0.904475206,0.273371099,A,46,90.60334567,0
7368,37,48047,1825.87,660,5,10,37407,24,3,22690.87,Master,Mortgage,Education,East,0.320348282,-0.445273172,A,85,389.6064403,1
7369,40,22277,5527.84,675,6,,4270,60,1,10476.9,Bachelor,Own,Business,Central,1.254471941,-0.886543548,C,96,162.6441983,0
7370,40,24568,301.45,632,1,3.7,16747,60,0,30196.73,Bachelor,Mortgage,Other,East,-1.82794627,1.039776993,D,17,38.82150827,0
7371,28,139778,1222.44,668,4,10.7,5732,36,0,7153.44,None,Mortgage,Education,East,1.097660652,0.292309431,C,40,930.6367661,0
7372,55,,576.34,698,2,,15159,84,1,6463.11,None,Rent,Business,North,0.381933559,-2.000878211,B,81,151.7610563,0
7373,49,73152,1610.98,463,5,4.7,32377,60,1,29138.43,Master,Mortgage,Debt Consolidation,North,1.127384814,-0.917296267,C,94,469.4725289,1
7374,25,,3035.18,468,5,0.2,20830,48,0,,Bachelor,Mortgage,Business,Central,0.103256064,0.933086346,D,55,71.63410949,0
7375,41,,2041.6,545,0,0.8,6035,12,1,5489.72,Bachelor,Mortgage,Debt Consolidation,South,1.129948591,-1.786175757,D,46,309.6027701,0
7376,29,54909,3955.62,658,4,3,3999,12,1,667.21,Bachelor,Rent,Other,East,0.661357132,0.535946269,B,7,276.2392645,0
7377,52,47958,2839.67,700,2,2.6,26819,60,0,13085.4,Bachelor,Mortgage,Other,Central,0.152847026,0.725262684,C,52,153.1090543,1
7378,30,50179,1440.22,645,6,12,21436,36,0,7682.62,High School,Mortgage,Debt Consolidation,South,-0.062226047,-0.727372344,B,53,63.40990418,0
7379,27,,1965.21,581,6,6,16763,36,1,15813.38,Master,Mortgage,Business,South,-2.018228068,-0.857440145,D,92,318.9732354,0
7380,30,26429,766.75,637,2,,2643,24,0,,High School,Mortgage,Home Improvement,South,1.43125503,0.308402075,A,90,460.3420555,0
7381,38,,2439.48,603,3,15.1,5671,60,0,3138.09,Bachelor,Rent,Debt Consolidation,West,-0.380706229,-0.355535086,C,70,264.321435,0
7382,50,65737,633.2,670,4,9.8,17965,60,0,71418.27,High School,Rent,Home Improvement,South,1.772816453,-1.885544209,C,76,89.55355721,0
7383,39,47512,361.91,766,4,1.6,11715,12,1,7668.65,High School,Mortgage,Debt Consolidation,North,0.699159388,1.581955283,B,94,69.98570063,0
7384,40,25855,1900.14,644,2,10.4,8429,24,2,10823.23,None,Other,Other,North,-0.098974862,-1.469285809,A,96,165.070442,0
7385,18,51961,1086.93,723,5,5.3,8033,84,,1920.92,Bachelor,Rent,Debt Consolidation,East,-1.560501691,0.180152296,A,30,142.0514021,0
7386,49,,1653.57,696,2,,23195,24,,8532.68,Bachelor,Own,Debt Consolidation,Central,-0.079423675,-0.895301909,D,59,449.4282888,1
7387,45,88410,1875.31,579,2,4.3,5857,60,0,1144.79,Bachelor,Mortgage,Other,East,0.85274776,0.160690887,A,62,96.50758812,0
7388,36,124239,1178.48,505,2,5.8,21019,12,,15587.7,High School,Other,Education,Central,-0.424517489,-0.986465947,A,80,1170.785737,0
7389,50,24672,1216.11,754,3,6.6,18269,48,1,434.32,None,Own,Debt Consolidation,South,0.371265208,0.135051215,D,65,151.2774723,0
7390,34,48885,1216.48,602,1,9.7,57089,36,,1841.5,Bachelor,Rent,Home Improvement,West,1.204469106,1.51250728,A,59,24.9949169,0
7391,41,,1656.37,,4,0.7,10936,60,1,,Bachelor,Rent,Business,Central,-1.042712744,-0.195115227,B,36,206.6288966,0
7392,44,51935,2478.28,555,4,3.8,4135,48,1,2950,Bachelor,Rent,Debt Consolidation,East,-0.78178161,0.216509763,C,57,35.47998077,0
7393,33,38854,523.84,697,3,7.7,24308,48,4,1409.96,None,Own,Other,West,-1.043618584,-0.621814861,D,17,294.2052075,0
7394,58,51857,633.08,,5,8.5,11774,24,0,,Bachelor,Mortgage,Business,West,0.850665599,-1.89956107,B,24,280.4942331,0
7395,62,,6781.86,,2,4.2,21586,36,,11514.47,High School,Rent,Debt Consolidation,North,-0.225382523,0.342417535,A,12,83.37796011,1
7396,48,,1334.22,742,2,2.1,17440,84,0,7646.89,Master,Mortgage,Other,South,1.391254236,0.385299546,B,23,266.1837169,0
7397,20,57210,1776.06,,2,0.5,15940,84,2,10600.17,Bachelor,Rent,Other,West,-1.097284225,0.418099292,A,35,287.7771307,0
7398,21,66555,3093.22,638,7,12,27372,24,2,200000,High School,Mortgage,Other,North,-0.779262599,0.070811875,A,11,53.49532102,0
7399,18,15000,1431.37,650,2,4.1,22414,48,0,1574.2,Bachelor,Mortgage,Medical,South,0.460734089,0.392316369,B,35,123.1183221,1
7400,64,,1866.53,657,3,11.5,19485,12,0,,None,Mortgage,Debt Consolidation,Central,0.287817416,0.502280171,A,50,194.1269827,0
7401,53,28910,951.55,619,5,2.5,15110,36,1,563.15,Master,Rent,Education,North,2.010248921,-1.616076972,C,18,101.8515061,0
7402,41,37037,1501.6,,2,0.1,11498,60,0,,High School,Rent,Business,Central,1.22851635,-1.795751662,B,36,129.7905612,0
7403,28,30596,5102.22,677,9,5.7,7543,84,1,4936.74,High School,Rent,Other,East,-1.363056124,-2.245892919,C,9,290.9949782,0
7404,39,71844,1596.94,,4,1.5,15251,24,1,8813.83,High School,Mortgage,Other,West,0.466532366,-0.89459466,A,11,108.7557815,0
7405,34,51688,1497.49,843,9,6.3,11211,12,0,8674.56,Master,Rent,Business,East,0.12330688,1.010381875,B,32,83.59694498,0
7406,33,92298,556.57,609,9,0.1,37942,60,1,11470.25,Bachelor,Mortgage,Medical,Central,0.181535554,1.588480499,C,93,595.6890698,0
7407,51,21336,2311.96,583,1,9.6,25040,12,2,1960.47,High School,Mortgage,Home Improvement,North,0.318034764,1.405932085,B,11,141.5218039,0
7408,52,,3763.25,748,2,3.4,13318,48,1,,Master,Own,Debt Consolidation,South,-0.502721868,-0.014242881,B,78,37.96406435,0
7409,28,110059,2521.39,721,3,2.5,20051,84,0,7918.28,High School,Mortgage,Other,Central,-0.126743775,-1.661862575,C,95,30.28622483,0
7410,35,88090,2074.92,582,4,12.9,32295,84,,23313.31,Bachelor,Mortgage,Debt Consolidation,East,-0.176129532,0.528417514,C,6,194.7242376,0
7411,32,116050,1386.06,701,3,5.4,12354,36,0,1377.06,Bachelor,Own,Debt Consolidation,East,1.224251285,-0.716749939,D,64,80.15808536,0
7412,39,34406,1480.99,602,2,11,5929,60,0,,None,Own,Debt Consolidation,Central,-0.251605671,0.048738823,A,3,644.0834762,0
7413,51,84992,354.53,,4,8.2,3931,24,2,5487.05,Bachelor,Mortgage,Business,Central,-0.021546093,0.776843942,D,35,76.96867355,1
7414,28,37947,3298.87,661,5,,9706,24,1,4620.84,High School,Own,Medical,North,-1.755259033,-0.400041451,D,9,149.5745347,0
7415,51,70059,1386.58,850,2,6.5,12757,84,2,,Bachelor,Mortgage,Debt Consolidation,Central,3.042829184,-0.629526548,D,76,141.6703963,0
7416,39,107638,4033.8,765,8,15,20150,24,0,1009.77,Master,Rent,Debt Consolidation,North,0.180385565,1.295483723,C,94,177.7844803,0
7417,66,30441,1245.35,736,4,,22120,36,2,7895.28,Bachelor,Rent,Medical,South,1.559872137,-1.034984387,C,40,189.1056106,0
7418,42,,1741.6,709,3,2.6,8135,60,0,194521.73,Bachelor,Mortgage,Home Improvement,North,1.435129442,-1.641516572,C,81,107.1531905,0
7419,37,148530,4334.81,527,5,1.4,14852,24,1,,Bachelor,Mortgage,Medical,South,1.65604996,0.11899708,B,1,10.23204051,0
7420,45,65701,4606.08,,8,4,44301,84,0,,Bachelor,Mortgage,Home Improvement,Central,-1.897511942,0.349148538,B,56,183.2114559,0
7421,35,15000,739.57,648,8,0.7,22847,48,3,20238.97,Master,Mortgage,Debt Consolidation,Central,0.973620077,-0.447398811,C,53,144.2748808,0
7422,35,55561,2953.63,486,3,14.6,9885,24,0,,Master,Mortgage,Other,North,-0.641982597,-1.062471547,A,51,379.9996948,1
7423,19,35656,1108.88,,7,4.2,26993,36,1,,Bachelor,Rent,Business,West,-0.951673129,1.184361332,C,16,451.3059648,0
7424,37,50589,1903.84,651,3,,12589,36,0,7886.89,Master,Other,Other,West,-1.600596633,-0.195300224,A,54,109.025605,0
7425,34,15000,2163.15,569,2,,16172,60,1,1649.37,Bachelor,Mortgage,Business,South,-0.292971488,-0.261417374,C,31,388.3066406,0
7426,39,,3699.67,563,2,,2377,84,,1286.03,High School,Rent,Other,East,-1.001662089,-0.504512944,B,35,70.46095819,0
7427,38,54376,6936.82,710,2,,4024,36,6,11210.23,Master,Mortgage,Other,North,0.151825793,-0.580368488,D,11,26.82375979,1
7428,41,58085,5750,717,4,7.7,5446,24,0,2864.32,Bachelor,Rent,Business,East,-1.152541293,-0.596209731,D,88,109.517371,0
7429,41,148722,1645.82,531,6,2.7,37957,24,1,7765.97,PhD,Rent,Business,South,-0.490936891,0.58033803,C,68,86.70445921,0
7430,67,39145,816.64,621,4,4.7,7389,84,0,876.6,Bachelor,Mortgage,Business,East,-0.945390877,-0.145510198,A,19,179.225025,0
7431,36,135371,2178.43,632,4,,8425,12,,12838.5,High School,Own,Debt Consolidation,South,0.294832228,0.805076258,A,42,434.489146,0
7432,33,85732,1754.41,749,6,4.3,15818,60,1,1248.02,Bachelor,Rent,Medical,North,-0.096052842,-0.431861083,A,73,148.9420741,0
7433,26,53173,1011.96,552,2,1.2,13919,84,1,,High School,Rent,Debt Consolidation,Central,0.573104971,-1.825315934,C,3,304.2368283,0
7434,46,,2327.83,630,8,13.7,5832,12,2,1011.5,High School,Rent,Home Improvement,South,-1.416038017,0.38651632,D,35,44.84171373,0
7435,30,88588,1383.94,768,3,,23111,36,0,631.25,Master,Mortgage,Education,West,-0.473903383,-2.230418523,B,78,191.80598,0
7436,31,66907,1289.78,607,2,7.9,5085,12,0,,High School,Rent,Home Improvement,North,0.148206379,1.761201738,C,13,2815.613862,0
7437,32,105103,1041.69,700,3,1.5,17419,36,0,9716.94,Bachelor,Mortgage,Debt Consolidation,East,1.029363716,0.660626639,A,47,209.1571939,0
7438,48,140386,2624.98,618,2,9.8,9484,36,1,,Master,Own,Home Improvement,North,0.910636942,0.182256493,A,57,180.4970173,0
7439,40,,1748.63,463,4,4.8,7611,36,0,39187.73,Bachelor,Own,Debt Consolidation,North,-0.315462632,0.647305,D,16,72.94531409,0
7440,57,60749,464.15,703,5,2.2,13394,60,,1961.81,None,Rent,Medical,North,0.406902333,0.536076716,B,16,109.6765169,0
7441,61,,859.87,692,6,7.2,20416,36,1,3148.27,Bachelor,Mortgage,Business,Central,-0.590997503,1.261171192,B,61,147.0328548,0
7442,38,,385.28,624,7,4,10145,48,2,,Master,Rent,Business,West,1.872826858,-0.559812844,A,14,81.44908673,0
7443,44,43265,3728.57,420,2,4.9,10698,12,0,1380.99,High School,Own,Medical,South,0.219799513,-0.130077244,C,46,30.4048648,0
7444,36,49407,1007.56,,1,2,1815,12,2,,Master,Mortgage,Business,East,-0.091144462,-0.561013313,C,60,166.3841125,0
7445,45,65142,2506.79,770,3,1.2,18106,24,1,12035.53,Bachelor,Mortgage,Other,North,-0.128861434,-0.391662334,D,10,56.50107503,0
7446,20,79750,2454.04,420,2,5.3,5361,24,1,308.34,Bachelor,Rent,Medical,East,0.413588745,0.874467276,A,90,44.55202051,0
7447,32,82565,4179.81,676,6,0.2,3588,12,1,58088.72,High School,Own,Debt Consolidation,South,1.131014221,1.028154558,C,30,50.51742975,0
7448,72,38409,1114.99,599,3,13.2,24409,24,0,2070.35,None,Mortgage,Medical,Central,-1.270321076,-0.223250752,A,11,870.4168972,0
7449,40,,2294.96,,3,7.7,26460,36,1,4861,Bachelor,Mortgage,Business,West,-2.01849179,-0.352793421,D,61,194.9001895,0
7450,31,90521,2277.81,,3,,6141,36,1,2036.55,High School,Other,Education,South,0.011195259,0.605828734,C,52,613.2028295,0
7451,54,52971,1460.61,748,3,12.6,3468,36,1,6093.56,Bachelor,Rent,Education,South,-0.420743804,-0.808910862,B,68,31.19332862,0
7452,29,83713,1168.9,544,5,12.4,9666,36,0,3155.24,None,Own,Medical,South,0.525086557,-1.187445445,B,5,33.33666901,0
7453,46,27696,666.9,830,7,8,14311,36,1,6719.58,Master,Rent,Other,South,-1.590534998,-0.128998229,B,44,173.3901405,0
7454,46,41458,1384.38,770,6,,14253,84,,1343.3,High School,Other,Business,North,-1.224316223,0.543821288,A,29,433.9168807,0
7455,40,41646,865.25,610,3,,9525,12,0,10494.57,None,Rent,Debt Consolidation,North,-1.218551756,1.636568899,B,20,782.7438007,0
7456,41,40303,1080.85,484,3,4.9,20367,24,1,,Bachelor,Own,Education,East,-0.130910266,-0.770424919,C,24,68.86664665,0
7457,42,51651,2629.3,589,5,9.9,12841,48,1,1174.82,Bachelor,Mortgage,Business,North,0.122804264,0.471753967,B,42,190.2158675,0
7458,43,47376,539.22,591,5,,41925,24,,4015.05,None,Rent,Business,South,0.169884998,-2.535998016,B,92,31.48296383,0
7459,51,93117,3918.05,681,4,7.5,7175,48,1,,High School,Mortgage,Business,Central,0.029945344,-2.252278084,B,16,1244.843956,0
7460,36,40137,2270.76,659,3,6.2,16622,24,,2172.3,Bachelor,Mortgage,Home Improvement,North,-1.880003688,1.160536872,C,17,78.74413204,0
7461,18,222182,2210.89,599,3,3.5,10588,12,0,5217.05,High School,Mortgage,Home Improvement,East,0.408909136,-0.194530267,A,23,845.3190757,0
7462,56,28120,1385.54,,5,,20102,36,2,10824.04,Master,Own,Debt Consolidation,East,0.96875919,-0.647564213,C,35,160.6700166,0
7463,39,57616,1521.83,726,7,4.6,5438,36,1,11055.99,Bachelor,Rent,Business,West,1.166286089,0.515881689,D,56,155.9234563,0
7464,33,56264,4944.83,490,3,2.3,58929,24,2,11924.16,PhD,Rent,Education,North,0.505597921,-0.113801914,A,12,128.2069336,0
7465,35,34758,1939.04,708,2,0.8,15530,24,0,24370.35,High School,Own,Medical,East,-1.346371332,0.031057474,B,96,37.78076284,0
7466,34,100919,1634.04,706,2,12.5,6047,84,0,5621.06,Bachelor,Own,Other,East,-0.650863064,-0.230298981,A,1,31.24011189,0
7467,24,73967,2925.7,808,2,5.8,10860,60,1,525.98,Master,Rent,Business,Central,1.824823554,0.726546691,D,55,37.96360322,0
7468,47,22606,5751.78,556,4,1.4,22938,48,,733.22,Bachelor,Other,Debt Consolidation,East,0.124937897,-0.303705522,A,94,446.2602953,1
7469,33,56934,1900.6,712,3,,13054,60,1,11773.17,None,Rent,Education,West,-0.506695786,-0.07733367,B,74,97.5323313,0
7470,48,90971,485,660,5,,5136,12,1,22881.08,Bachelor,Rent,Medical,North,0.826153675,-0.057954787,B,5,601.1504839,0
7471,27,,786.07,661,3,0.2,23994,36,1,5813.97,None,Own,Debt Consolidation,West,0.227673045,1.60825631,B,1,63.61716389,0
7472,21,76905,1841.21,489,4,,8009,84,1,,Bachelor,Rent,Business,South,0.553556932,1.758340471,C,91,16.92995754,0
7473,23,144731,3016.91,686,2,,12130,24,1,5395.87,Bachelor,Mortgage,Business,East,-1.474967062,0.615670914,D,32,159.3562544,0
7474,21,202193,1243.57,,3,0.8,25216,84,2,,Bachelor,Rent,Education,North,1.207552348,-1.015682615,A,9,174.9374947,0
7475,40,18560,5180.31,,5,3.9,7854,24,1,6372.57,Bachelor,Rent,Debt Consolidation,West,2.108457724,0.695841787,B,28,66.56395966,1
7476,21,35825,1079.14,798,3,1.1,7352,12,1,913.36,None,Mortgage,Home Improvement,West,0.718078319,-1.100473662,D,68,824.138955,0
7477,50,,5435.55,617,4,3.4,7491,24,0,877.38,None,Mortgage,Other,West,-1.322471287,-1.007724952,C,80,109.6755951,0
7478,30,47052,725.02,647,4,5.1,28796,60,2,1778.44,Bachelor,Rent,Education,West,0.033534984,2.186219201,C,19,53.74034457,0
7479,52,93414,2304.94,629,5,4.8,12044,24,2,27749.35,Bachelor,Rent,Debt Consolidation,South,0.801082287,-0.609006703,C,16,200.5312449,0
7480,42,23872,293.1,703,2,,15700,24,3,7268.66,High School,Mortgage,Home Improvement,South,1.09834411,-0.11288085,D,34,266.0734083,0
7481,18,,3509.75,618,2,,43148,36,0,,Master,Mortgage,Medical,South,1.152938258,1.820140881,A,49,744.4201491,0
7482,24,196836,1496.62,648,4,,20995,24,2,2917.74,Bachelor,Mortgage,Debt Consolidation,North,0.465190742,-0.578447863,A,5,90.90434663,0
7483,36,57215,1884.68,558,2,,11910,12,0,9175.08,High School,Rent,Medical,East,-0.771175193,1.324698713,D,37,162.9957908,0
7484,42,92284,2062.39,,3,12.6,10908,12,0,2593.21,Master,Own,Business,South,1.432547951,1.581270448,B,95,38.64327491,0
7485,37,40331,1028.53,570,5,4.3,16022,84,1,,High School,Rent,Debt Consolidation,West,-0.858538897,-0.222268917,B,37,73.46219313,0
7486,25,78222,3091.36,528,2,2.1,8553,48,1,976.36,Master,Other,Business,West,-0.203357464,-0.996763207,C,47,428.5318434,0
7487,41,25471,2161.38,654,4,0.9,35306,24,,22829.63,Master,Mortgage,Education,South,0.862184873,3.709664053,A,33,270.0922709,0
7488,38,47175,810.57,758,5,3,35265,12,,11726.6,High School,Own,Debt Consolidation,South,0.764785293,0.532502478,D,78,82.30037835,1
7489,47,28916,1305.11,783,2,11.4,16839,60,0,32793.24,Bachelor,Mortgage,Business,East,-0.044812561,0.59203308,A,42,58.24210633,0
7490,44,,2099.99,724,8,,13823,60,0,5384.1,Master,Rent,Medical,North,-0.479416994,0.194759733,C,50,28.18462166,0
7491,48,73868,2549,712,5,1.2,8748,36,1,8973.97,Master,Own,Education,East,0.200540761,-1.224905234,A,27,26.96246073,0
7492,34,82673,2097.51,765,4,13.5,16047,48,1,9469.8,High School,Rent,Business,East,1.50307326,-0.501661159,B,84,144.7104563,0
7493,72,42762,2656.8,,1,,21377,60,1,7513.2,Bachelor,Mortgage,Other,East,-0.16882918,-0.498550234,D,82,14.02969327,0
7494,23,89495,1985.12,610,3,4.1,23344,24,,36357.49,High School,Mortgage,Education,South,0.299146448,-0.45520471,B,83,1020.079802,0
7495,49,,1653.2,,7,0.2,9555,36,,5004.63,Bachelor,Mortgage,Education,East,-0.60136767,-0.310822801,C,9,66.92746288,0
7496,47,,2955.03,551,5,2.8,5444,48,0,5206.91,Master,Own,Debt Consolidation,East,-0.854079464,0.634313479,C,26,318.5825,1
7497,46,196709,679.88,579,4,0.1,39403,12,0,9102.4,Bachelor,Mortgage,Home Improvement,East,1.410617855,-0.53453248,D,28,447.4266278,0
7498,36,29901,1489.6,590,3,2.8,13742,60,2,41462.34,High School,Mortgage,Business,West,0.119804267,0.463139235,D,41,927.0239751,0
7499,18,41831,2246.02,666,5,4.4,68538,24,0,6716.61,Bachelor,Mortgage,Education,South,-0.461704944,-0.909015142,C,63,106.5548363,1
7500,41,47086,430.87,527,7,0,23385,36,0,1179.19,High School,Mortgage,Other,East,1.726186769,0.550736002,B,52,117.1931128,0
7501,45,90343,749.14,632,6,0.4,41900,60,1,13816.2,None,Mortgage,Education,North,1.191357171,0.470842785,B,61,600.3012362,0
7502,42,,933.26,473,1,0.6,3090,36,2,5664.6,None,Mortgage,Home Improvement,East,1.911672492,1.313526816,D,58,140.5087949,0
7503,42,,4042.82,,3,,9668,60,0,3579.53,High School,Mortgage,Debt Consolidation,North,-0.172039416,-0.234326515,B,78,213.4109776,0
7504,25,77256,1833.21,661,3,1.8,12733,60,2,,High School,Rent,Business,East,-1.496329053,0.282877946,C,21,92.05145016,0
7505,37,22219,1056.31,,6,2.1,8624,12,0,,Master,Rent,Debt Consolidation,Central,-2.135986189,1.554619089,B,36,368.2675013,1
7506,39,83811,855.85,503,2,17.1,8605,12,0,18117.76,Master,Mortgage,Debt Consolidation,East,2.175023763,0.404907944,B,9,387.4170975,0
7507,69,35849,1062.09,,7,3.6,7432,36,,1100.88,None,Own,Other,South,1.390807141,-0.583204609,D,75,156.8943035,0
7508,58,62327,1621.75,568,1,1.5,5135,60,1,25511.45,Bachelor,Rent,Home Improvement,West,0.598439215,0.410317843,B,28,187.5825681,0
7509,39,48024,1457.4,613,9,6.4,12673,12,,2820.9,Bachelor,Own,Business,North,-0.237299297,-0.792393082,B,10,233.3643556,0
7510,49,34360,2306.95,525,4,23.9,4526,48,,12901.43,Master,Own,Business,North,-0.31681993,1.02273988,C,96,278.0984447,0
7511,36,46821,1291.33,777,7,8.9,6225,36,0,,PhD,Rent,Home Improvement,Central,-0.926208347,1.680730308,C,78,115.9917933,0
7512,32,,990.48,656,4,6.4,4362,24,,,Bachelor,Rent,Home Improvement,Central,0.633229747,-0.944686705,D,75,340.3200775,0
7513,52,,1867.36,730,2,1.2,3325,48,0,2959.12,None,Rent,Debt Consolidation,South,1.718044899,-0.037666546,B,70,359.1289953,0
7514,37,24773,3003.18,573,3,6.4,17641,12,0,56498.74,Bachelor,Own,Debt Consolidation,West,-0.25699683,0.267804819,C,4,433.4876385,0
7515,27,48178,936.43,640,1,10.1,8682,48,2,,None,Other,Debt Consolidation,West,0.690769585,0.12930866,A,91,194.2792025,0
7516,51,35801,1196.18,634,3,10,13401,24,,657.59,Bachelor,Own,Medical,West,0.602914894,0.510186793,A,71,97.59000307,0
7517,19,49426,2477.4,427,2,5.3,9605,84,0,9246.94,None,Own,Other,East,-0.623290616,1.321134331,A,15,440.9615926,0
7518,31,115888,345.66,,2,,11035,48,0,5249.2,Bachelor,Other,Other,South,-1.064277722,0.626191162,A,44,78.33317075,0
7519,31,,3105.21,,6,,18458,12,0,4292.48,Master,Mortgage,Education,South,-0.424677461,-0.237634786,A,54,28.38374496,0
7520,64,179611,1217.79,625,4,6.1,29484,84,1,,High School,Own,Home Improvement,West,-0.482276966,0.664809293,B,19,327.9642652,0
7521,30,55924,850.21,575,5,5.2,40070,48,1,1752.42,None,Own,Debt Consolidation,West,-1.177018816,1.798548368,B,81,499.5174373,0
